Type of AN,Date,Name of Corporate Debtor (Table),Date of Auction (Table),Name of Insolvency Professional (Table),Auction Notice URL,Reserve Price (Table),Nature of Assets (Table),Last Date of EMD (Table),Details URL
Corrigendum,16-12-2023,SHREEOM PRIME FOODS PRIVATE LIMITED,10-01-2024,Mr. Satyendra Prasad Khorania,https://ibbi.gov.in/uploads/auction_notice_liquidation/8129bd36a146ab831e4cc69e8a56463e.pdf,"3,72,94,000","Lot AB:
Land and Bu...Lot AB:
Land and Building situated at F-243 Industrial Growth Center, Khara Bikaner Rajasthan 334601 measuring 2500 Sq. mtr.  along with Plant and Machinery and supporting equipments including furniture fixture. 
Lot A: 
Land and Building (Plot No. F-243, Industrial Growth Center, Khara Bikaner(Raj measuring 2500 Sq. mtr.
Lot B: 
Plant and Machinery and supporting equipments including furniture fixture located at F-243 Industrial Growth Center, Khara Bikaner Rajasthan 334601)
Lot C: 
Vacant Industrial Land with Boundary Wall( Industrial Property land. (Converted from Agriculture to Industrial use) situated at Khasra no. 655/7 at Village Khara, Bikaner. measuring 4552 sq.mtr.)",08-01-2024,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1702718498_4741.pdf
Issue of Auction Notice,16-12-2023,UB ENGINEERING LIMITED,27-12-2023,Mr. Sanjeev Maheshwari,https://ibbi.gov.in/uploads/auction_notice_liquidation/35559bb2c9f022e2e6fdfd3d9dcbe01f.pdf,"80,98,500","Assets at Jamshedpur...Assets at Jamshedpur, premises of Tata Steel Long Product Limited, Adityapur Industrial Area, Phase V, Gamharia, Jamshedpur, Jharkhand",26-12-2023,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1702737150_4742.pdf
Issue of Auction Notice,15-12-2023,SALELINK ECOM PRIVATE LIMITED,15-01-2024,Mr.Kamal Kishor Gurnani,https://ibbi.gov.in/uploads/auction_notice_liquidation/2023-12-15-112054-lx26e-0abebd71847519104cf7941d6225932f.pdf,"40,04,640",Plant & Machinery,12-01-2024,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1702619454_4727.pdf
Issue of Auction Notice,15-12-2023,Bansal Refineries Private Limited,10-01-2024,Mr. Pinaki Sircar,https://ibbi.gov.in/uploads/auction_notice_liquidation/3df27bb83c2fd9ee5750044d19c4217a.pdf,"19,30,00,000",Land and Building,08-01-2024,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1702622938_4728.pdf
Issue of Auction Notice,15-12-2023,Bansal Oil Extraction Pvt. Ltd,10-01-2024,Mr. Yogesh Gupta,https://ibbi.gov.in/uploads/auction_notice_liquidation/2023-12-15-125355-0kh21-3df27bb83c2fd9ee5750044d19c4217a.pdf,"19,30,00,000",Land and Building,08-01-2024,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1702647198_4730.pdf
Issue of Auction Notice,15-12-2023,Bansal Oil Extraction Pvt. Ltd,10-01-2024,Mr. Yogesh Gupta,https://ibbi.gov.in/uploads/auction_notice_liquidation/2023-12-15-190735-3uyan-3df27bb83c2fd9ee5750044d19c4217a.pdf,"19,30,00,000",Land and Building,08-01-2024,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1702647455_4731.pdf
Issue of Auction Notice,14-12-2023,Southern Batteries  Pvt Ltd,12-01-2024,Mr. Kanekal Chandrasekhar,https://ibbi.gov.in/uploads/auction_notice_liquidation/f100d1bff37ad3c7af0e325c2bf21407.pdf,"98,50,00,000","Land & Building, Pla...Land & Building, Plant & Machinery, Inventory  and Vehicles.",10-01-2024,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1702535242_4721.pdf
Corrigendum,14-12-2023,Rajmangal Milk & Agro Foods Pvt Ltd,12-01-2024,Mr. Ravi Prakash Ganti,https://ibbi.gov.in/uploads/auction_notice_liquidation/cea3629aad8efe89de421c5d9bb327b8.pdf,"1,64,00,000",Land & Building AND ...Land & Building AND Plant & Machinery,09-01-2024,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1702535835_4722.pdf
Issue of Auction Notice,14-12-2023,DELTA IRON AND STEEL COMPANY PRIVATE LIMITED,08-01-2024,Mr. Mangesh Vitthal Kekre,https://ibbi.gov.in/uploads/auction_notice_liquidation/250bc50b7ae01bdb510af8c5f80c1431.pdf,"1,04,08,231.50","E-Auction 1 :Assets ...E-Auction 1 :Assets of Delta Iron and Steel Company Private Limited - “Going Concern”
in the event of failure of e-Auction 1
E-Auction 2 : (A) 03 Nos. of Vehicles together as a group :
(a) Toyota Crysta 2.7 (DN09L 1950)
(b) Honda Accord 2.4 (DN09E 1990)
(c) Mahindra Rexton Rx270 (DN09H 2792) 
(Asset category Plant & Machinery)

(B) Securities & Financial Assets
[With all the Not Readily Realizable Assets  including recovery from pending litigation and avoidable transactions if any excluding cash and bank balances available with the Liquidator for the purpose of carrying on Liquidation process]",06-01-2024,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1702542396_4723.pdf
Issue of Auction Notice,14-12-2023,Gupta Infrastructure (India) Pvt. Ltd.,15-01-2024,Mr. Atul Rajwadkar,https://ibbi.gov.in/uploads/auction_notice_liquidation/2023-12-14-174920-9ck0q-b6b8d58b819beab5f167bf6b7af95e45.pdf,"5,00,000",Not Readily Realizab...Not Readily Realizable Assets of the Corporate Debtor - PUFE Applications,13-01-2024,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1702556360_4724.pdf
Issue of Auction Notice,14-12-2023,OCEANIC TROPICAL FRUITS PRIVATE LIMITED,28-12-2023,Mr. Venkataramanarao Nagarajan,https://ibbi.gov.in/uploads/auction_notice_liquidation/634ef3c434a98558a262326980d8e35f.pdf,"8,80,00,000",Land and Building an...Land and Building and Plant and machinery,28-12-2023,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1702563905_4725.pdf
Issue of Auction Notice,14-12-2023,OCEANIC TROPICAL FRUITS PRIVATE LIMITED,28-12-2023,Mr. Venkataramanarao Nagarajan,https://ibbi.gov.in/uploads/auction_notice_liquidation/2023-12-14-195645-c1m0o-634ef3c434a98558a262326980d8e35f.pdf,"1,69,00,000","Land situated Situat...Land situated Situated at Kolathur (Kottaikadu) Village Cheyyur Taluk, Kancheepuram District",28-12-2023,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1702564005_4726.pdf
Issue of Auction Notice,13-12-2023,Sharma Kalypso Private Limited,09-01-2024,Ms. Reshma Mittal,https://ibbi.gov.in/uploads/auction_notice_liquidation/04eb8eb9fa3149fe43a21fe432a6ac4d.pdf,"1,18,26,000","Shop having area 150...Shop having area 1500 Sq Ft. situated at LGF-11, Commercial Complex , Gold souk Mall, Plot No.2, Jagatpura Road, Near Jawahar Circle, Jaipur, Rajasthan.",04-01-2024,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1702447339_4713.pdf
Issue of Auction Notice,13-12-2023,RASIKLAL SANKALCHAND JEWELLERS PRIVATE LIMITED,12-01-2024,Gajesh Labhchand Jain,https://ibbi.gov.in/uploads/auction_notice_liquidation/e1cc63c8cb023e7379a484350dc1ddd1.pdf,"29,53,40,000",Commercial Premises,10-01-2024,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1702450932_4714.pdf
Issue of Auction Notice,13-12-2023,ANJALI WATERFORD HOSPITALITY AND INFRA LIMITED,12-01-2024,Govada Venkata Subba Rao,https://ibbi.gov.in/uploads/auction_notice_liquidation/457ec3836a93d7aad8c730609e05633b.pdf,"2,70,00,000","Residential / commer...Residential / commercial land admeasuring a total extent of 978.66 square yards in favour of M/s. Anjali Logistics
Private Limited in R.S No: 415/1A bearing Near By Door No. 18-10-11, R.S No: 415/1A, Behind Sri Sathya Sai
Kalyana Mandapam, BHIMAVARAM Town & Mandal, West Godavari District, Andhra Pradesh, bounded by North:
Neighbours buildings, South: Tatavarthi Vari House / Neighbours Buildings / 9’-0” Wide Passage Leads to
Marellavari Veedhi Road East: Neighbours Buildings / Satya Sai Kalyana Mandapam / SLV Syam Enclave, West:
9’-0” Wide Passage (Manepallyvari Veedhi) / Neighbours Buildings, [Covered under Document No. 213 / 2014,
Dated 22-01-2014, an extent of 503.46 Square yards, bounded by North: Property belongs to Manepally
Seshavataram, South: Property belongs to Tatavarthi Sreeramachandra Murthy House, East: Joint way, West:
Property belongs to Manepally Seshavataram; Covered under Document No. 214 / 2014, Dated 22-01-2014
consisting of two items: (1) an extent of 330.00 square yards bounded by North: Property belongs to Manepally
Seshavataram, South: Property belongs to Tatavarthi Sreeramachandra Murthy House, East: Neighbours house,
West: Joint way; and (2) an extent of 145.20 square yards bounded by North: Property belongs to Manepally
Seshavataram, South: Property belongs to Tatavarthi Sreeramachandra Murthy House, East: Common passage
of length 31 feet, West: Property belongs to Manepally Seshavataram] registered at SRO Office Gunupudi and
buildings constructed thereon of RCC Frame Structure for Ground + 3 Upper Storied Building of 10 feet Height each
floor with a total plinth area of 4458.08 square feet.]",09-01-2024,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1702452306_4715.pdf
Issue of Auction Notice,13-12-2023,SORT INDIA ENVIRO SOLUTIONS LIMITED,16-01-2024,Mr. Sapan Mohan Garg,https://ibbi.gov.in/uploads/auction_notice_liquidation/2554cb8a7de1546a7f540e36f82f3151.pdf,"1,57,50,000",Land,12-01-2024,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1702461530_4716.pdf
Issue of Auction Notice,13-12-2023,Rajmangal Milk & Agro Foods Pvt Ltd,12-01-2024,Mr. Ravi Prakash Ganti,https://ibbi.gov.in/uploads/auction_notice_liquidation/cec7127177d08c83cd7b49f4f9983533.pdf,"1,64,00,000",Land and Building AN...Land and Building AND Plant and Machinery,09-01-2024,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1702457614_4717.pdf
Corrigendum,13-12-2023,LANCO VIDARBHA THERMAL POWER LIMITED,10-01-2024,Mr. Vijay Kumar Garg,https://ibbi.gov.in/uploads/auction_notice_liquidation/2023-12-13-163955-qh2bf-ab063e3d191554b06a874864a903628b.pdf,"89,14,88,491","Lot 5: GRP Pipes 11...Lot 5: GRP Pipes 1100 mm Diameter
Lot 7: 765 KV Switchyard Material 
Lot 8: HCSD Pipes 
Lot 12: Boiler and Coal Mills Material in Custom Bonded Warehouse",08-01-2024,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1702465795_4718.pdf
Corrigendum,13-12-2023,LANCO VIDARBHA THERMAL POWER LIMITED,10-01-2024,Mr. Vijay Kumar Garg,https://ibbi.gov.in/uploads/auction_notice_liquidation/2023-12-13-164618-l6cni-ab063e3d191554b06a874864a903628b.pdf,"3,67,62,00,000",Lot No. 9: Land of P...Lot No. 9: Land of Plant & Bonded Warehouse Area near Wardha Lot 10: Umri Meghe land near Wardha,08-01-2024,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1702466178_4719.pdf
Issue of Auction Notice,13-12-2023,MAQDOOM MOGHNY ENTERPRISES PRIVATE LIMITED,16-12-2023,Mr. Sreedhar Nukala,https://ibbi.gov.in/uploads/auction_notice_liquidation/2023-12-13-191755-lj6ea-5e60af4d55cf8942a32ab9f6dbe24325.pdf,"19,32,000","1.Plant and Machine...1.Plant and Machinery consisting of Sewing Machines,
Generator 1KVA, Chairs, Wardobes, desks, Mennequin Plastic
Moulds, dismantled wall partitions. 2 Inventories consisting of cloths, readmade garments including designer wear",14-12-2023,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1702475275_4720.pdf
Issue of Auction Notice,12-12-2023,P. L. Vehicals Private Limited,22-12-2023,Mr. Sandeep Khaitan,https://ibbi.gov.in/uploads/auction_notice_liquidation/650758712fe8dc90163c51ebf8ddae4b.pdf,"13,00,000","Sale of P.L. Vehical...Sale of P.L. Vehicals Private Limited as a going concern as per Regulation 32(e) of the IBBI (Liquidation Process) Regulations,2016 along with all the Land and Building, Plant & machinery and Securities & Financial Assets",20-12-2023,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1702365112_4646.pdf
Issue of Auction Notice,12-12-2023,COSTRA ADVERTISING INDIA PRIVATE LIMITED,07-01-2024,Mr. Hitesh Kothari,https://ibbi.gov.in/uploads/auction_notice_liquidation/63cbbe49afce30a59dee2c6d63322904.pdf,"39,62,376",Plant & Machinery,05-01-2024,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1702385321_4680.pdf
Corrigendum,12-12-2023,WEB TECH PACKAGINGS (INDIA) PRIVATE LIMITED,11-01-2024,Ms. Ashu Gupta,https://ibbi.gov.in/uploads/auction_notice_liquidation/2023-12-12-110236-l6a2p-c77149b6d7fc9f952848ad44a4da38a4.pdf,"49,12,074",Plant & Machinery,09-01-2024,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1702359341_4699.pdf
Corrigendum,12-12-2023,WEB TECH PACKAGINGS (INDIA) PRIVATE LIMITED,11-01-2024,Ms. Ashu Gupta,https://ibbi.gov.in/uploads/auction_notice_liquidation/2023-12-12-110343-5ikcy-c77149b6d7fc9f952848ad44a4da38a4.pdf,"36,993","Furniture & Fixture;...Furniture & Fixture; table office & executive, side cabinet, executive chair, wall fan and almirah steel, etc.",09-01-2024,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1702359261_4700.pdf
Corrigendum,12-12-2023,MCPL Private Limited,03-01-2024,Mr. Rakesh Kumar Tulsyan,https://ibbi.gov.in/uploads/auction_notice_liquidation/328e01c5f7ac5f1b357023316bcd40f0.pdf,"32,10,000","Car Chevrolet Captiv...Car Chevrolet Captiva 
Car Skoda Laura
Not Radially Realisable Assets (FD against BGs, Current Assets and Other assets)
Intangible Assets Including Brand & Trade Name",01-01-2024,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1702362591_4701.pdf
Issue of Auction Notice,12-12-2023,ANU ENGITECH PRIVATE LIMITED,29-12-2023,Mr. Sanjeevi C,https://ibbi.gov.in/uploads/auction_notice_liquidation/e5e10bb06bd4df88b97ee61138e6eece.pdf,"39,00,000","ONE RESIDENTIAL HOUS...ONE RESIDENTIAL HOUSING FLAT NO. 413, BLOCK NAMED ""CORAL"", 4TH FLOOR, NAVIN'S HILVIEW AVENUE, SURVEY NO. 391/ PART, 39281 PART- SRO PADAPAI, USD: 272 SQFT. AND SBUA: 607 SQFT",28-12-2023,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1702364200_4702.pdf
Issue of Auction Notice,12-12-2023,M/s KONASEEMA GAS POWER LIMITED,10-01-2024,Mr. Sai Ramesh Kanuparthi,https://ibbi.gov.in/uploads/auction_notice_liquidation/69653f0412858e7ce0d921dcdfd17d82.pdf,"1,27,00,00,000","Plant & Machinery: 4...Plant & Machinery: 445 MW Natural Gas based Combined Cycle Power Plant (P&M) comprising of 2 Gas Turbines (Siemens, V94.2)–139.44 MW each + 2 HRSG + 1 Steam Turbine (LMZ, Russia) – 166.60 MW with factory buildings and all other equipment at the plant site excluding land.",26-12-2023,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1702365221_4703.pdf
Issue of Auction Notice,12-12-2023,AMW Motors Limited,06-01-2024,Mr. Avil Jerome Menezes,https://ibbi.gov.in/uploads/auction_notice_liquidation/2dda066fb58de8986395163c5a8b45c9.pdf,"1,70,10,00,000","Option A- Sale of Co...Option A- Sale of Corporate Debtor as a whole on a going concern basis including Land and Building, Plant &
Machinery (Under regulation 32(e) of Liquidation
Regulations, 2016) 
Option B - Sale of assets of Corporate Debtor in a Slump sale as per Regulation 32(b) of Liquidation Regulations being Land & Building, Plan & Machinery and Securities and Financial Assets",04-01-2024,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1702368963_4704.pdf
Issue of Auction Notice,12-12-2023,Ganga Foundations Private Limited,11-01-2024,Mr. Mahalingam Suresh Kumar,https://ibbi.gov.in/uploads/auction_notice_liquidation/570b50e848f30db046740db1825f00a4.pdf,"43,74,00,000","Sale of CD as a goin...Sale of CD as a going concern (lot-1) & separate individual
assets (Plant & Machinery and Land & Building) sale (Lot
-2 to 4)",09-01-2024,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1702373041_4707.pdf
Issue of Auction Notice,12-12-2023,Ajanta Paper and General Products Limited,06-01-2024,Mr. Raj Kumar Dad,https://ibbi.gov.in/uploads/auction_notice_liquidation/2023-12-12-152107-yk6e0-937a99d6d2efc8c668da05d47480ce94.pdf,"60,54,96,721","Corporate Debtor as ...Corporate Debtor as Going Concern, Land & Building Plant
& Machinery, Securities & Financial Assets",03-01-2024,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1702374668_4708.pdf
Issue of Auction Notice,12-12-2023,AAWRUN FURNISHING MAN-TRA PVT. LTD,11-01-2024,Umesh Poddar,https://ibbi.gov.in/uploads/auction_notice_liquidation/00cf48f8374c49e0ea84ddb97c6a20d3.pdf,"16,81,178",Plant & Machinery al...Plant & Machinery alongwith 2 number of cars,08-01-2024,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1702375362_4709.pdf
Issue of Auction Notice,12-12-2023,LANCO VIDARBHA THERMAL POWER LIMITED,10-01-2024,Mr. Vijay Kumar Garg,https://ibbi.gov.in/uploads/auction_notice_liquidation/5bbb45364456154dbe1954489bcd6f92.pdf,"89,14,88,491","Lot 5: GRP Pipes 110...Lot 5: GRP Pipes 1100 mm Diameter
Lot 7: 765 KV Switchyard Material
Lot 8: HCSD Pipes
Lot 12: Boiler and Coal Mills Material in Custom Bonded Warehouse",08-01-2024,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1702384370_4711.pdf
Issue of Auction Notice,12-12-2023,LANCO VIDARBHA THERMAL POWER LIMITED,10-01-2024,Mr. Vijay Kumar Garg,https://ibbi.gov.in/uploads/auction_notice_liquidation/e4b1ad503552cf35605a7e0731b84496.pdf,"3,67,62,00,000","Lot No. 9: Land of P...Lot No. 9: Land of Plant & Bonded Warehouse Area near Wardha
Lot 10: Umri Meghe land near Wardha",08-01-2024,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1702384878_4712.pdf
Issue of Auction Notice,11-12-2023,MCPL Private Limited,13-12-2023,Mr. Rakesh Kumar Tulsyan,https://ibbi.gov.in/uploads/auction_notice_liquidation/2023-12-11-111605-8wij1-2ae269088c25f841628a2d199ed5ba97.pdf,"50,000","2 Cars - Chevrolet C...2 Cars - Chevrolet Captiva, Skoda Laura",11-12-2023,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1702273565_4632.pdf
Issue of Auction Notice,11-12-2023,KAMINENI STEEL & POWER INDIA PRIVATE LIMITED,05-01-2024,Kallat Vatsa Kumar,https://ibbi.gov.in/uploads/auction_notice_liquidation/a75f9296108ef2c5bc83d0193f0d6ba0.pdf,"4,50,00,00,000","Land & Buildings, Pl...Land & Buildings, Plant & Machinery situated on Land admeasuring 143.825 acres located at Survey Nos.115, 117, 118, 119, 120, 121, 174, 175, 176, 177, 178, 179 of Yellareddigudem Village and 46, 47, 48, 49, 50, 796 of Cheruvugattu Village, Narketpally Mandal, Nalgonda District; Plant & Machinery of 350,000 MTPA Steel Billet Plant including vehicles.",03-01-2024,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1702297394_4690.pdf
Issue of Auction Notice,11-12-2023,KAMINENI STEEL & POWER INDIA PRIVATE LIMITED,05-01-2024,Kallat Vatsa Kumar,https://ibbi.gov.in/uploads/auction_notice_liquidation/2023-12-09-220936-3251y-a75f9296108ef2c5bc83d0193f0d6ba0.pdf,"4,22,00,00,000","Land & Buildings, Pl...Land & Buildings, Plant & Machinery situated on Land admeasuring 91.60 acres located at Survey Nos. 174, 175, 176, 177, 178, 179 of Yellareddigudem Village and 46, 47, 48, 49, 50 of Cheruvugattu Village, Narketpally Mandal, Nalgonda District; Plant & Machinery of 350,000 MTPA Steel Billet Plant including vehicles",03-01-2024,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1702297312_4691.pdf
Issue of Auction Notice,11-12-2023,KAMINENI STEEL & POWER INDIA PRIVATE LIMITED,05-01-2024,Kallat Vatsa Kumar,https://ibbi.gov.in/uploads/auction_notice_liquidation/2023-12-09-221235-fgm63-a75f9296108ef2c5bc83d0193f0d6ba0.pdf,"28,00,00,000","Land Parcels - total...Land Parcels - total 52.225 Acres of Non-Agricultural land located at Survey Nos. 115, 117, 118, 119, 120, 121 of Yellaredigudem Village & 796 of Cheruvugattu Village , Narketpally Mandal , Nalgonda District",03-01-2024,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1702293543_4692.pdf
